"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,"Great quality, very stylish","Nice weight and style, well made. Size down if you're between sizes.",5 out of 5,FRENCHIE2,"BELLEVUE, WA, USA",YOGI,55-65,LEAN,,,,2019-01-20,0,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Perfect!,"This is my first Lululemon purchase and I was not disappointed. I've been reluctant to spend this much (>$100) on workout tights, but these did not disappoint. They look athletic, move well, wash well, and are flattering. The compression is perfect and the seams are beautifully designed. I love how the white accent color is sewn in to the fabric (rather than ironed on in a different material) and this allows a little breathability at the seams. I play tennis and have worn these about 5x. I'm about 5'9"" and was happy with the length. I've washed and dried them in HE washer/delicate cycle without issue. Very happy with my purchase!",5 out of 5,TENNISGAL001,USA,SWEATY GENERALIST,I KEEP MY AGE ON THE D.L.,LEAN,,design,,2019-01-19,1,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Cool design,Love the design of these pants they are definitely really cool! I wish they had side pockets for my phone though for working out st them gym. They do slide down a bit when I run and have to frequently pull them up which gets annoying. I wish the waistband was thicker and tighter. I bought my regular size (8) and have many other lulu pants without this problem.,4 out of 5,CLVAN,FLORIDA,SWEATY GENERALIST,25-34,ATHLETIC,,design,slides down,2019-01-19,0,0,"{'LL_response_content': 'Hey Clvan,\n\nThanks for taking the time to share your feedback with us. I\'m sorry to hear your Channel Your Energy Tight 28"" is not performing for your sweaty pursuits. We stand behind our gear and we\'d love to get in touch. Keep an eye out for an email coming your way. Chat Soon!', 'LL_response_date': 'January 19, 2019'}"
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Nice addition to my wardrobe,Good comfortable fit,5 out of 5,DEBINTX,TEXAS,YOGI,55-65,ATHLETIC,,,,2019-01-19,0,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Not flattering,"Unfortunately, not flattering as the pants I bought in the past .
Everlux etc.",1 out of 5,GALKOCH,,,25-34,ATHLETIC,,,,2019-01-19,1,0,"{'LL_response_content': ""Hey Galkoch,\n\nThanks for taking the time to share your feedback with us. I'm sorry to hear your Channel Your Energy Tight is not performing for you. We stand behind our gear and we'd love to get in touch. Give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!"", 'LL_response_date': 'January 19, 2019'}"
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Fun tights,I own every solid color imaginable. This was a breath of fresh air. Wonderfully flattering lines and pattern. Luxtreme is amazing as always for sweaty training and Piyo,5 out of 5,RAWIFR,HOUSTON,SWEATY GENERALIST,25-34,LEAN,,fit and design,,2019-01-18,0,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Amazing fit and flattering lines,These tights are amazing. The angle and placement of the lines are very flattering. They add definition in my legs where I would like. The material and fit are perfect.,5 out of 5,MALIBUPATTI,CALGARY,SWEATY GENERALIST,55-65,ATHLETIC,,,,2019-01-15,0,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Black & white tights,These are an amazing fit. I love this new pattern. Who doesn’t like black and white together. Nicely done!!,5 out of 5,KATEYO,"FOLSOM, CA, USA",SWEATY GENERALIST,55-65,LEAN,,the fit and style,nothing. it’s all good!,2019-01-14,0,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Flattering!,Great tights with very flattering lines!,5 out of 5,EAGLEFITNESS,IDAHO,SWEATY GENERALIST,35-44,ATHLETIC,,,,2019-01-13,0,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Fabulous style and fit,I usually only wear All The Right Places . Took a chance on these due to the graphic design. I’m so glad I did. They fit true to size and are comfortable even through an intense boxing workout. Great design!,5 out of 5,BOXINGPRINCESS22,MIAMI,SWEATY GENERALIST,55-65,ATHLETIC,,style fit and wearability,,2019-01-13,0,0,{}
