"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,"Love the design, but the sheen wears off","I have only worn and washed these leggings twice but already the sheen has faded. They look like regular black leggings now! I washed them inside-out in cold water and line dried them. It's hugely disappointing as they looked so nice brand new, I bought a matching Energy Bra and Define Jacket in black foil too.
A side note in general about LLL's leggings -- I noticed over the last 6-12 months they changed their cut so that the leggings are roomier in the calves for regular-height people. As someone who is 5'1"" 105 lbs (size 4 pants), LLL's leggings are baggy around the calves to the ankles for me, so not as good a fit as before. These pants are no exception -- very baggy around the calves and ankles even after hemming.",2 out of 5,MSLOVECATS,CALIFORNIA,SWEATY GENERALIST,35-44,PETITE,,,,2018-12-19,1,0,"{'LL_response_content': ""Dear mslovecats,\n\nThanks for reaching out and providing this feedback for us! We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution. Please keep an eye on your inbox as I'll be reaching out shortly to connect."", 'LL_response_date': 'December 20, 2018'}"
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Too bad,"I was so looking forward to getting these leggings. I love the Wunder Under, wear them religiously and sadly, these are a disappointment. The fit and cut of the fabric was not the same at all. Thankfully, Lululemon is great with returns.",1 out of 5,ECCCY,"COLORADO, USA",SWEATY GENERALIST,I KEEP MY AGE ON THE D.L.,MUSCULAR,,color,fit,2018-12-19,0,0,{}
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Great pants!,"The fit and fabric are unlike any other. They look great, are super flattering, and feel great on!",5 out of 5,AMYWILL,"ORANGE COUNTY, CA",SWEATY GENERALIST,35-44,ATHLETIC,,fabric,too long for me,2018-12-18,0,0,{}
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Just the right amount of sparkle!,"These are going to be dual-purpose for me. I'll certainly use them for yoga, probably mostly for special classes where I'm comfortable standing out a bit, but I'll also use them with outfits that can use a little dressing up. The black is nice and dark with just a bit of sparkle, not a lot. I'm wearing them during the day with a Santa shirt that has a tiny patch (Santa's wearing a hat) of black sparkle. And during the evening with a nice sweater and boots. I sized down in these, just as I did in the Luna this past summer.",5 out of 5,ATLANTADEBBIE,"ATLANTA, GA, USA",RUNNER,I KEEP MY AGE ON THE D.L.,CURVY,,color,,2018-12-17,0,0,{}
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Cute but stretch out and fall,"I loved them when I first wore them. They fit like a glove and have a subtle shine that's easy to rock in an every day setting & dress up. But after wearing for a couple hours the waistband stretched out like crazy, causing the leggings to slip down. The quality is definitely not worth the price, I wish I just got another pair of normal wonder unders.",2 out of 5,WONDERAB,,SWEATY GENERALIST,18-24,ATHLETIC,,,,2018-12-16,1,0,"{'LL_response_content': 'Dear WonderAb,\n\nThank you for taking the time to review the Wunder Under Hi-Rise Tight Foil 28"". We\'re sorry to read of your recent experience and would love to discuss this further. We\'d love to learn more and make things right for you, so keep an eye out for an email coming your way. Chat soon!', 'LL_response_date': 'December 18, 2018'}"
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Love!,"As the proud owner of over 300 pairs of wunder unders I am going to rank these in the top 10 of my collection. The shine is gorgeous, and the fit even better! A classic for any age, and shape. LOVE!",5 out of 5,FITPROINMO,MID-MO,SWEATY GENERALIST,45-54,MUSCULAR,,shine,,2018-12-14,4,0,{}
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Great fit -- disappointing print,"Was obsessed with these pants when I first bought them - I loved the sheen! However after one wash & line dry (1), the sheen is gone. Would not have purchased these knowing that the sheen didn't hold - should have read these reviews! Total bummer.",1 out of 5,SSSPENCEEE,"PALO ALTO, CA",SWEATY GENERALIST,25-34,ATHLETIC,,fit,quality of sheen/foil,2018-12-14,3,0,"{'LL_response_content': ""Dear ssspenceee,\n\nThank you for taking the time to share your feedback with us. We're so sorry to hear that your Wunder Under Hi Rise Tight Foil is not performing for you. Keep an eye out for an email coming your way. Chat soon!"", 'LL_response_date': 'December 14, 2018'}"
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Amazing!! Great for the holidays!,Very comfortable and great for working out!! They fit like a glove:),5 out of 5,JANNARUTHIE,ATLANTA GA,RUNNER,25-34,ATHLETIC,,everything,,2018-12-14,1,0,{}
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Love the design... not the fit,"I really liked the design of these pants, I was excited to switch things up!!!! I was disappointed with the waist band because it had seam at the very top that cut into my sides and made it look very unflattering. I loved the design and the fit throughout the legs, but I’ll unfortunately have to return because of the waist band.",3 out of 5,VBALLLLLER5,MEMPHIS,SWEATY GENERALIST,25-34,CURVY,,fit on legs,waistband seam,2018-12-13,1,0,{}
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Fit like a glove,"These fit like a leather glove, tight in all the right places! Unfortunately, they don't wear like a leather glove... These pants are gorgeous. The sheen is subtle, just perfect. They were difficult to put on compared to my other 2's (I wear size 2). But once I got them on, they were amazing. So comfortable!
Wait, oh no {crying}... after washing them the sheen is non existent. I always expect the best from LuluLemon, especially for the price. They must've forgotten to test these in the washing machine. They look just like my black mat pair of leggings now. Unacceptable.",2 out of 5,RAPIDFIRERUNNER,TEXAS,RUNNER,35-44,SLIM,,the sheen,sheen rubbed off,2018-12-12,7,0,"{'LL_response_content': ""Dear RapidFireRunner,\n\nThanks for reaching out and providing this feedback for us! We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution. Please keep an eye on your inbox as I'll be reaching out shortly to connect."", 'LL_response_date': 'December 13, 2018'}"
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Foil wears off,"Initially, I loved these pants. They look great on, the foil print is fun, and they work well for me in both hot and flow yoga equally well. However, after a few wears, the foil is starting to wear off areas of impact. For the type of yoga I do, that's in the knee and butt area. If you're getting these to just wear around - go for it! But for those who use their lulus to practice, it's worth being aware of the functional wear in this print.",2 out of 5,ELPEE,"TEMPE, AZ, USA",YOGI,25-34,ATHLETIC,,color,foil wore off,2018-12-10,3,0,"{'LL_response_content': 'Dear ElPee,\nWe appreciate you taking the time to share your feedback with us. We hear you and would love to help you turn this around. Keep an eye out for an email coming your way!', 'LL_response_date': 'December 10, 2018'}"
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Would Not Recommend,"I thought these would be so cute when I bought them in store. When I tried them on, I was overwhelmed with a synthetic smell of sorts. I decided to get them and try washing them... However, when I washed them, the shiny/glittery aspect almost completely went away, and they still smell super synthetic, rubbery, chemically - Something. It got to the point it gave me a headache each time I tried wearing them.",1 out of 5,ATHLEISUREISTA,UTAH,SWEATY GENERALIST,25-34,ATHLETIC,,,smell,2018-12-07,7,0,"{'LL_response_content': 'Hey Athleisureista,\n\nThanks for taking the time to share your feedback with us. I\'m sorry to hear your Wunder Under Hi Rise tight Foil 28"" is causing discomfort. We stand behind our gear and we\'d love to get in touch. Keep an eye out for an email coming your way. Chat Soon!', 'LL_response_date': 'December 8, 2018'}"
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Run small not very sparkly once on,"I ordered my regular sz 6 and I could barely get these over my calves (they are not large at all) Once I managed to get them on, waist hips felt OK but the sparkle was gone, they still had a slight shimmer to these not at all like they look on the model in the picture. I'm worried if I go with a size up, as I wear them they will start to feel to big.
Fabric felt really, really thin for luxtreme. Really disappointed, these will sadly be going back",2 out of 5,CITYMOM10,"CHICAGO, IL, USA",YOGI,35-44,ATHLETIC,,,fit,2018-12-06,0,0,{}
"Wunder Under High-Rise Tight Foil 28""",https://shop.lululemon.com/p/women-pants/Wunder-Under-Hi-Rise-Tight-Foil-28/_/prod9200537?color=36148,3.7 out of 5,2,Left with no sparkle,Honestly these pants are absolutely amazing when you first get them. I would give a 5 plus rating. Then after about 4 washes in the directions they give you they sparkly foil came off. I'm left with tights that look almost just plain black. If they weren't such a great look and great fit I would have given a 1. But they are great other then the sparkle foil came off.,3 out of 5,KAYKNUMBER9,"NEW BRUNSWICK, CANADA",YOGI,25-34,ATHLETIC,,fit,sparkle foil came off in wash,2018-11-30,41,0,"{'LL_response_content': ""Dear Kayknumber9,\n\nThanks for reaching out and providing this feedback for us. We hear where you're coming from and I'm sorry to hear your Wunder Under Hi-Rise Tight Foil 28 haven't held up for you as expected. We'd love to learn more and make things right for you, so keep an eye out for an email coming your way. Chat soon!"", 'LL_response_date': 'November 30, 2018'}"
